TERM,CAMPUS,SUBJECT,CATALOG_NBR,CLASS_SECTION,DESCR,CRSE_GRADE_OFF,GRADE_HDCNT,HR_NAME,INTERNET_ID,FULL_NAME
1235,UMNTC,PMB,3812,001,Field Mycology,C-,1,Peter Kennedy,kennedyp,PMB 3812
1235,UMNTC,POL,3080,001,Internship in Politics or Govt,A,7,Paul Soper,psoper,POL 3080
1235,UMNTC,POL,3080,001,Internship in Politics or Govt,A-,1,Paul Soper,psoper,POL 3080
1235,UMNTC,POL,3080,001,Internship in Politics or Govt,C,3,Paul Soper,psoper,POL 3080
1235,UMNTC,POL,3085,001,Quant. Political Analysis,A,13,Emily Kurtz,,POL 3085
1235,UMNTC,POL,3085,001,Quant. Political Analysis,C,1,Emily Kurtz,,POL 3085
1235,UMNTC,POL,3085,001,Quant. Political Analysis,W,1,Emily Kurtz,,POL 3085
1235,UMNTC,POL,3311,001,"Law, Justice & Film",A,10,Timothy Johnson,trj,POL 3311
1235,UMNTC,POL,3311,001,"Law, Justice & Film",A-,6,Timothy Johnson,trj,POL 3311
1235,UMNTC,POL,3311,001,"Law, Justice & Film",B+,2,Timothy Johnson,trj,POL 3311
1235,UMNTC,POL,3311,001,"Law, Justice & Film",F,1,Timothy Johnson,trj,POL 3311
1235,UMNTC,POL,3477,001,Political Economy of Dvlpmnt,A,2,Ibrahim Oker,,POL 3477
1235,UMNTC,POL,3477,001,Political Economy of Dvlpmnt,A-,3,Ibrahim Oker,,POL 3477
1235,UMNTC,POL,3477,001,Political Economy of Dvlpmnt,B,3,Ibrahim Oker,,POL 3477
1235,UMNTC,POL,3477,001,Political Economy of Dvlpmnt,B+,2,Ibrahim Oker,,POL 3477
1235,UMNTC,POL,3477,001,Political Economy of Dvlpmnt,B-,1,Ibrahim Oker,,POL 3477
1235,UMNTC,POL,3477,001,Political Economy of Dvlpmnt,F,1,Ibrahim Oker,,POL 3477
1235,UMNTC,POL,3477,001,Political Economy of Dvlpmnt,W,2,Ibrahim Oker,,POL 3477
1235,UMNTC,POL,3766,001,Pol Psych of Mass Behavior,A,6,Timothy Collins,tpcollin,POL 3766
1235,UMNTC,POL,3766,001,Pol Psych of Mass Behavior,A-,3,Timothy Collins,tpcollin,POL 3766
1235,UMNTC,POL,3766,001,Pol Psych of Mass Behavior,B,3,Timothy Collins,tpcollin,POL 3766
1235,UMNTC,POL,3766,001,Pol Psych of Mass Behavior,B+,4,Timothy Collins,tpcollin,POL 3766
1235,UMNTC,POL,3766,001,Pol Psych of Mass Behavior,B-,1,Timothy Collins,tpcollin,POL 3766
1235,UMNTC,POL,3766,001,Pol Psych of Mass Behavior,F,2,Timothy Collins,tpcollin,POL 3766
1235,UMNTC,POL,3835,001,International Relations,A,5,Pedro Accorsi Amaral,,POL 3835
1235,UMNTC,POL,3835,001,International Relations,A-,2,Pedro Accorsi Amaral,,POL 3835
1235,UMNTC,POL,3835,001,International Relations,B,2,Pedro Accorsi Amaral,,POL 3835
1235,UMNTC,POL,3835,001,International Relations,B+,1,Pedro Accorsi Amaral,,POL 3835
1235,UMNTC,POL,3835,001,International Relations,B-,1,Pedro Accorsi Amaral,,POL 3835
1235,UMNTC,POL,3835,001,International Relations,C-,1,Pedro Accorsi Amaral,,POL 3835
1235,UMNTC,POL,3835,001,International Relations,F,1,Pedro Accorsi Amaral,,POL 3835
1235,UMNTC,POL,3835,001,International Relations,W,1,Pedro Accorsi Amaral,,POL 3835
1235,UMNTC,PSY,1001,001,Intro Psych,A,11,Reed Priest,,PSY 1001
1235,UMNTC,PSY,1001,001,Intro Psych,A-,5,Reed Priest,,PSY 1001
1235,UMNTC,PSY,1001,001,Intro Psych,B,1,Reed Priest,,PSY 1001
1235,UMNTC,PSY,1001,001,Intro Psych,B-,2,Reed Priest,,PSY 1001
1235,UMNTC,PSY,1001,001,Intro Psych,C,5,Reed Priest,,PSY 1001
1235,UMNTC,PSY,1001,001,Intro Psych,C+,4,Reed Priest,,PSY 1001
1235,UMNTC,PSY,1001,001,Intro Psych,D,2,Reed Priest,,PSY 1001
1235,UMNTC,PSY,1001,001,Intro Psych,F,1,Reed Priest,,PSY 1001
1235,UMNTC,PSY,1001,001,Intro Psych,W,2,Reed Priest,,PSY 1001
1235,UMNTC,PSY,1001,002,Intro Psych,A,7,Tao Jin,,PSY 1001
1235,UMNTC,PSY,1001,002,Intro Psych,A-,6,Tao Jin,,PSY 1001
1235,UMNTC,PSY,1001,002,Intro Psych,B,4,Tao Jin,,PSY 1001
1235,UMNTC,PSY,1001,002,Intro Psych,B+,5,Tao Jin,,PSY 1001
1235,UMNTC,PSY,1001,002,Intro Psych,B-,4,Tao Jin,,PSY 1001
1235,UMNTC,PSY,1001,002,Intro Psych,C,3,Tao Jin,,PSY 1001
1235,UMNTC,PSY,1001,002,Intro Psych,C+,1,Tao Jin,,PSY 1001
1235,UMNTC,PSY,1001,002,Intro Psych,C-,4,Tao Jin,,PSY 1001
1235,UMNTC,PSY,1001,002,Intro Psych,D,2,Tao Jin,,PSY 1001
1235,UMNTC,PSY,1001,002,Intro Psych,F,1,Tao Jin,,PSY 1001
1235,UMNTC,PSY,3001W,001,Intro Research Methods,A,31,Amelia Blankenau,,PSY 3001W
1235,UMNTC,PSY,3001W,001,Intro Research Methods,A-,11,Amelia Blankenau,,PSY 3001W
1235,UMNTC,PSY,3001W,001,Intro Research Methods,B,9,Amelia Blankenau,,PSY 3001W
1235,UMNTC,PSY,3001W,001,Intro Research Methods,B+,8,Amelia Blankenau,,PSY 3001W
1235,UMNTC,PSY,3001W,001,Intro Research Methods,B-,9,Amelia Blankenau,,PSY 3001W
1235,UMNTC,PSY,3001W,001,Intro Research Methods,C,8,Amelia Blankenau,,PSY 3001W
1235,UMNTC,PSY,3001W,001,Intro Research Methods,C+,4,Amelia Blankenau,,PSY 3001W
1235,UMNTC,PSY,3001W,001,Intro Research Methods,C-,3,Amelia Blankenau,,PSY 3001W
1235,UMNTC,PSY,3001W,001,Intro Research Methods,D,3,Amelia Blankenau,,PSY 3001W
1235,UMNTC,PSY,3001W,001,Intro Research Methods,F,3,Amelia Blankenau,,PSY 3001W
1235,UMNTC,PSY,3001W,001,Intro Research Methods,S,1,Amelia Blankenau,,PSY 3001W
1235,UMNTC,PSY,3001W,001,Intro Research Methods,W,1,Amelia Blankenau,,PSY 3001W
1235,UMNTC,PSY,3031,001,Intro Sensation and Perception,A,24,Zi Gao,,PSY 3031
1235,UMNTC,PSY,3031,001,Intro Sensation and Perception,A-,9,Zi Gao,,PSY 3031
1235,UMNTC,PSY,3031,001,Intro Sensation and Perception,B,1,Zi Gao,,PSY 3031
1235,UMNTC,PSY,3031,001,Intro Sensation and Perception,B+,3,Zi Gao,,PSY 3031
1235,UMNTC,PSY,3031,001,Intro Sensation and Perception,B-,2,Zi Gao,,PSY 3031
1235,UMNTC,PSY,3031,001,Intro Sensation and Perception,C,3,Zi Gao,,PSY 3031
1235,UMNTC,PSY,3031,001,Intro Sensation and Perception,C+,1,Zi Gao,,PSY 3031
1235,UMNTC,PSY,3031,001,Intro Sensation and Perception,F,3,Zi Gao,,PSY 3031
1235,UMNTC,PSY,3031,001,Intro Sensation and Perception,W,1,Zi Gao,,PSY 3031
1235,UMNTC,PSY,3051,001,Intro to Cognitive,A,30,Amanda Woodward,woodw284,PSY 3051
1235,UMNTC,PSY,3051,001,Intro to Cognitive,A-,13,Amanda Woodward,woodw284,PSY 3051
1235,UMNTC,PSY,3051,001,Intro to Cognitive,B,2,Amanda Woodward,woodw284,PSY 3051
1235,UMNTC,PSY,3051,001,Intro to Cognitive,B+,5,Amanda Woodward,woodw284,PSY 3051
1235,UMNTC,PSY,3051,001,Intro to Cognitive,B-,8,Amanda Woodward,woodw284,PSY 3051
1235,UMNTC,PSY,3051,001,Intro to Cognitive,C,1,Amanda Woodward,woodw284,PSY 3051
1235,UMNTC,PSY,3051,001,Intro to Cognitive,C+,1,Amanda Woodward,woodw284,PSY 3051
1235,UMNTC,PSY,3051,001,Intro to Cognitive,C-,2,Amanda Woodward,woodw284,PSY 3051
1235,UMNTC,PSY,3051,001,Intro to Cognitive,D+,1,Amanda Woodward,woodw284,PSY 3051
1235,UMNTC,PSY,3051,001,Intro to Cognitive,F,4,Amanda Woodward,woodw284,PSY 3051
1235,UMNTC,PSY,3051,001,Intro to Cognitive,N,1,Amanda Woodward,woodw284,PSY 3051
1235,UMNTC,PSY,3206,001,Health Psychology,A,17,Grace Vieth,,PSY 3206
1235,UMNTC,PSY,3206,001,Health Psychology,A-,9,Grace Vieth,,PSY 3206
1235,UMNTC,PSY,3206,001,Health Psychology,B,8,Grace Vieth,,PSY 3206
1235,UMNTC,PSY,3206,001,Health Psychology,B+,6,Grace Vieth,,PSY 3206
1235,UMNTC,PSY,3206,001,Health Psychology,B-,7,Grace Vieth,,PSY 3206
1235,UMNTC,PSY,3206,001,Health Psychology,C,1,Grace Vieth,,PSY 3206
1235,UMNTC,PSY,3206,001,Health Psychology,C-,1,Grace Vieth,,PSY 3206
1235,UMNTC,PSY,3206,001,Health Psychology,D+,1,Grace Vieth,,PSY 3206
1235,UMNTC,PSY,3206,001,Health Psychology,F,5,Grace Vieth,,PSY 3206
1235,UMNTC,PSY,3206,001,Health Psychology,S,1,Grace Vieth,,PSY 3206
1235,UMNTC,PSY,3206,001,Health Psychology,W,2,Grace Vieth,,PSY 3206
1235,UMNTC,PSY,3511,001,Intro Counseling Psych,A,24,Vanessa Anyanso,,PSY 3511
1235,UMNTC,PSY,3511,001,Intro Counseling Psych,A-,12,Vanessa Anyanso,,PSY 3511
1235,UMNTC,PSY,3511,001,Intro Counseling Psych,B,4,Vanessa Anyanso,,PSY 3511
1235,UMNTC,PSY,3511,001,Intro Counseling Psych,B+,2,Vanessa Anyanso,,PSY 3511
1235,UMNTC,PSY,3511,001,Intro Counseling Psych,B-,4,Vanessa Anyanso,,PSY 3511
1235,UMNTC,PSY,3511,001,Intro Counseling Psych,C,2,Vanessa Anyanso,,PSY 3511
1235,UMNTC,PSY,3511,001,Intro Counseling Psych,C+,4,Vanessa Anyanso,,PSY 3511
1235,UMNTC,PSY,3511,001,Intro Counseling Psych,C-,1,Vanessa Anyanso,,PSY 3511
1235,UMNTC,PSY,3511,001,Intro Counseling Psych,D,4,Vanessa Anyanso,,PSY 3511
1235,UMNTC,PSY,3511,001,Intro Counseling Psych,F,4,Vanessa Anyanso,,PSY 3511
1235,UMNTC,PSY,3511,001,Intro Counseling Psych,S,1,Vanessa Anyanso,,PSY 3511
1235,UMNTC,PSY,3511,001,Intro Counseling Psych,W,1,Vanessa Anyanso,,PSY 3511
1235,UMNTC,PSY,3604,001,Intro to Psychopathology,A,68,Adrienne Manbeck,,PSY 3604
1235,UMNTC,PSY,3604,001,Intro to Psychopathology,A-,6,Adrienne Manbeck,,PSY 3604
1235,UMNTC,PSY,3604,001,Intro to Psychopathology,B,1,Adrienne Manbeck,,PSY 3604
1235,UMNTC,PSY,3604,001,Intro to Psychopathology,B-,2,Adrienne Manbeck,,PSY 3604
1235,UMNTC,PSY,3604,001,Intro to Psychopathology,C,2,Adrienne Manbeck,,PSY 3604
1235,UMNTC,PSY,3604,001,Intro to Psychopathology,C+,3,Adrienne Manbeck,,PSY 3604
1235,UMNTC,PSY,3604,001,Intro to Psychopathology,F,3,Adrienne Manbeck,,PSY 3604
1235,UMNTC,PSY,3801,001,Intro Psych Data Analysis,A,8,Samuel Lee,,PSY 3801
1235,UMNTC,PSY,3801,001,Intro Psych Data Analysis,A-,9,Samuel Lee,,PSY 3801
1235,UMNTC,PSY,3801,001,Intro Psych Data Analysis,B,8,Samuel Lee,,PSY 3801
1235,UMNTC,PSY,3801,001,Intro Psych Data Analysis,B+,5,Samuel Lee,,PSY 3801
1235,UMNTC,PSY,3801,001,Intro Psych Data Analysis,B-,5,Samuel Lee,,PSY 3801
1235,UMNTC,PSY,3801,001,Intro Psych Data Analysis,C,7,Samuel Lee,,PSY 3801
1235,UMNTC,PSY,3801,001,Intro Psych Data Analysis,C+,5,Samuel Lee,,PSY 3801
1235,UMNTC,PSY,3801,001,Intro Psych Data Analysis,C-,2,Samuel Lee,,PSY 3801
1235,UMNTC,PSY,3801,001,Intro Psych Data Analysis,D,3,Samuel Lee,,PSY 3801
1235,UMNTC,PSY,3801,001,Intro Psych Data Analysis,F,6,Samuel Lee,,PSY 3801
1235,UMNTC,PSY,3801,001,Intro Psych Data Analysis,W,8,Samuel Lee,,PSY 3801
1235,UMNTC,PSY,3901W,001,Capstone: Research Laboratory,A,10,Matthew Snodgress,,PSY 3901W
1235,UMNTC,PSY,3901W,001,Capstone: Research Laboratory,A-,1,Matthew Snodgress,,PSY 3901W
1235,UMNTC,PSY,3901W,001,Capstone: Research Laboratory,B,1,Matthew Snodgress,,PSY 3901W
1235,UMNTC,PSY,3901W,001,Capstone: Research Laboratory,B+,2,Matthew Snodgress,,PSY 3901W
1235,UMNTC,PSY,3901W,001,Capstone: Research Laboratory,F,1,Matthew Snodgress,,PSY 3901W
1235,UMNTC,PSY,3902W,001,Capstone: Individual Interest,A,4,Mo Nakamura,,PSY 3902W
1235,UMNTC,PSY,3902W,001,Capstone: Individual Interest,A-,5,Mo Nakamura,,PSY 3902W
1235,UMNTC,PSY,3902W,001,Capstone: Individual Interest,B+,3,Mo Nakamura,,PSY 3902W
1235,UMNTC,PSY,3902W,001,Capstone: Individual Interest,B-,1,Mo Nakamura,,PSY 3902W
1235,UMNTC,PSY,3902W,001,Capstone: Individual Interest,C+,1,Mo Nakamura,,PSY 3902W
1235,UMNTC,PSY,3902W,001,Capstone: Individual Interest,F,3,Mo Nakamura,,PSY 3902W
1235,UMNTC,PSY,3902W,002,Capstone: Individual Interest,A,6,Hyunsuk Lee,,PSY 3902W
1235,UMNTC,PSY,3902W,002,Capstone: Individual Interest,A-,1,Hyunsuk Lee,,PSY 3902W
1235,UMNTC,PSY,3902W,002,Capstone: Individual Interest,B,2,Hyunsuk Lee,,PSY 3902W
1235,UMNTC,PSY,3902W,002,Capstone: Individual Interest,B+,1,Hyunsuk Lee,,PSY 3902W
1235,UMNTC,PSY,3902W,002,Capstone: Individual Interest,B-,2,Hyunsuk Lee,,PSY 3902W
1235,UMNTC,PSY,3902W,002,Capstone: Individual Interest,C,3,Hyunsuk Lee,,PSY 3902W
1235,UMNTC,PSY,3902W,002,Capstone: Individual Interest,C+,1,Hyunsuk Lee,,PSY 3902W
1235,UMNTC,PSY,3902W,002,Capstone: Individual Interest,F,2,Hyunsuk Lee,,PSY 3902W
1235,UMNTC,PSY,4521,001,Psychology of Stress & Trauma,A,15,Alicia Selvey,,PSY 4521
1235,UMNTC,PSY,4521,001,Psychology of Stress & Trauma,A-,9,Alicia Selvey,,PSY 4521
1235,UMNTC,PSY,4521,001,Psychology of Stress & Trauma,B,7,Alicia Selvey,,PSY 4521
1235,UMNTC,PSY,4521,001,Psychology of Stress & Trauma,B+,8,Alicia Selvey,,PSY 4521
1235,UMNTC,PSY,4521,001,Psychology of Stress & Trauma,B-,3,Alicia Selvey,,PSY 4521
1235,UMNTC,PSY,4521,001,Psychology of Stress & Trauma,C,3,Alicia Selvey,,PSY 4521
1235,UMNTC,PSY,4521,001,Psychology of Stress & Trauma,C+,1,Alicia Selvey,,PSY 4521
1235,UMNTC,PSY,4521,001,Psychology of Stress & Trauma,F,2,Alicia Selvey,,PSY 4521
1235,UMNTC,PSY,4521,001,Psychology of Stress & Trauma,W,1,Alicia Selvey,,PSY 4521
1235,UMNTC,PSY,5993,001,Research Lab in Psychology,A,8,Amanda Woodward,woodw284,PSY 5993
1235,UMNTC,PSY,5993,001,Research Lab in Psychology,A-,1,Amanda Woodward,woodw284,PSY 5993
1235,UMNTC,PSY,5993,001,Research Lab in Psychology,B,3,Amanda Woodward,woodw284,PSY 5993
1235,UMNTC,PSY,5993,003,Research Lab in Psychology,A,11,Liza Meredith,mere0032,PSY 5993
1235,UMNTC,PSY,5993,003,Research Lab in Psychology,A-,1,Liza Meredith,mere0032,PSY 5993
1235,UMNTC,PSY,5993,003,Research Lab in Psychology,F,1,Liza Meredith,mere0032,PSY 5993
1235,UMNTC,PT,6058,001,Anatomy for PT,A,24,Jamie Suchy,such0018,PT 6058
1235,UMNTC,PT,6058,001,Anatomy for PT,A-,17,Jamie Suchy,such0018,PT 6058
1235,UMNTC,PT,6058,001,Anatomy for PT,B,8,Jamie Suchy,such0018,PT 6058
1235,UMNTC,PT,6058,001,Anatomy for PT,B+,7,Jamie Suchy,such0018,PT 6058
1235,UMNTC,PT,6058,001,Anatomy for PT,B-,3,Jamie Suchy,such0018,PT 6058
1235,UMNTC,PT,6058,001,Anatomy for PT,C,3,Jamie Suchy,such0018,PT 6058
1235,UMNTC,PT,6058,001,Anatomy for PT,C+,1,Jamie Suchy,such0018,PT 6058
1235,UMNTC,PT,6250,001,Acute Care,A,30,Carrie DeNiel,denie002,PT 6250
1235,UMNTC,PT,6250,001,Acute Care,A-,13,Carrie DeNiel,denie002,PT 6250
1235,UMNTC,PT,6250,001,Acute Care,B,4,Carrie DeNiel,denie002,PT 6250
1235,UMNTC,PT,6250,001,Acute Care,B+,14,Carrie DeNiel,denie002,PT 6250
1235,UMNTC,PT,6250,001,Acute Care,B-,1,Carrie DeNiel,denie002,PT 6250
1235,UMNTC,PT,6251,001,Integument,A,23,Lura Mason,,PT 6251
1235,UMNTC,PT,6251,001,Integument,A-,19,Lura Mason,,PT 6251
1235,UMNTC,PT,6251,001,Integument,B,8,Lura Mason,,PT 6251
1235,UMNTC,PT,6251,001,Integument,B+,9,Lura Mason,,PT 6251
1235,UMNTC,PT,6251,001,Integument,B-,3,Lura Mason,,PT 6251
1235,UMNTC,PT,6252,001,Pathophysiology,A,20,Snow MD,snow0018,PT 6252
1235,UMNTC,PT,6252,001,Pathophysiology,A-,19,Snow MD,snow0018,PT 6252
1235,UMNTC,PT,6252,001,Pathophysiology,B,9,Snow MD,snow0018,PT 6252
1235,UMNTC,PT,6252,001,Pathophysiology,B+,13,Snow MD,snow0018,PT 6252
1235,UMNTC,PT,6252,001,Pathophysiology,C+,1,Snow MD,snow0018,PT 6252
1235,UMNTC,PT,6288,001,Pediatric Rehab,A,23,Corri Stuyvenberg,stuyv006,PT 6288
1235,UMNTC,PT,6288,001,Pediatric Rehab,A-,17,Corri Stuyvenberg,stuyv006,PT 6288
1235,UMNTC,PT,6288,001,Pediatric Rehab,B,6,Corri Stuyvenberg,stuyv006,PT 6288
1235,UMNTC,PT,6288,001,Pediatric Rehab,B+,11,Corri Stuyvenberg,stuyv006,PT 6288
1235,UMNTC,PT,6288,001,Pediatric Rehab,B-,1,Corri Stuyvenberg,stuyv006,PT 6288
1235,UMNTC,PT,6288,001,Pediatric Rehab,C+,1,Corri Stuyvenberg,stuyv006,PT 6288
1235,UMNTC,PT,6290,001,Cont PT Practice,A,58,Kathleen Picard,picar016,PT 6290
1235,UMNTC,PT,6290,001,Cont PT Practice,B+,1,Kathleen Picard,picar016,PT 6290
1235,UMNTC,PT,6294,001,Clinical Integration,A,52,Jessica Johnson,john4458,PT 6294
1235,UMNTC,PT,6294,001,Clinical Integration,A-,5,Jessica Johnson,john4458,PT 6294
1235,UMNTC,PT,6294,001,Clinical Integration,B+,2,Jessica Johnson,john4458,PT 6294
1235,UMNTC,PT,6401,001,Peds Rehab Elec,A,18,Corri Stuyvenberg,stuyv006,PT 6401
1235,UMNTC,PT,6401,001,Peds Rehab Elec,A-,1,Corri Stuyvenberg,stuyv006,PT 6401
1235,UMNTC,PUBH,3202,320,What is Public Health?,A,28,Ruby Nguyen,nguy0082,PUBH 3202
1235,UMNTC,PUBH,3202,320,What is Public Health?,A-,4,Ruby Nguyen,nguy0082,PUBH 3202
1235,UMNTC,PUBH,3202,320,What is Public Health?,B,2,Ruby Nguyen,nguy0082,PUBH 3202
1235,UMNTC,PUBH,3202,320,What is Public Health?,B+,2,Ruby Nguyen,nguy0082,PUBH 3202
1235,UMNTC,PUBH,3202,320,What is Public Health?,B-,2,Ruby Nguyen,nguy0082,PUBH 3202
1235,UMNTC,PUBH,3202,320,What is Public Health?,D,1,Ruby Nguyen,nguy0082,PUBH 3202
1235,UMNTC,PUBH,3202,320,What is Public Health?,S,1,Ruby Nguyen,nguy0082,PUBH 3202
1235,UMNTC,PUBH,6020,320,Social & Behavioral Science,A,34,Jennifer Linde,linde074,PUBH 6020
1235,UMNTC,PUBH,6020,320,Social & Behavioral Science,A-,4,Jennifer Linde,linde074,PUBH 6020
1235,UMNTC,PUBH,6020,320,Social & Behavioral Science,B,4,Jennifer Linde,linde074,PUBH 6020
1235,UMNTC,PUBH,6020,320,Social & Behavioral Science,B+,8,Jennifer Linde,linde074,PUBH 6020
1235,UMNTC,PUBH,6020,320,Social & Behavioral Science,B-,1,Jennifer Linde,linde074,PUBH 6020
1235,UMNTC,PUBH,6020,320,Social & Behavioral Science,F,2,Jennifer Linde,linde074,PUBH 6020
1235,UMNTC,PUBH,6102,320,Issues in Envn & Occup Health,A,30,Elizabeth Wattenberg,watte004,PUBH 6102
1235,UMNTC,PUBH,6102,320,Issues in Envn & Occup Health,A-,9,Elizabeth Wattenberg,watte004,PUBH 6102
1235,UMNTC,PUBH,6102,320,Issues in Envn & Occup Health,B+,2,Elizabeth Wattenberg,watte004,PUBH 6102
1235,UMNTC,PUBH,6102,320,Issues in Envn & Occup Health,D+,1,Elizabeth Wattenberg,watte004,PUBH 6102
1235,UMNTC,PUBH,6102,320,Issues in Envn & Occup Health,F,1,Elizabeth Wattenberg,watte004,PUBH 6102
1235,UMNTC,PUBH,6102,320,Issues in Envn & Occup Health,W,2,Elizabeth Wattenberg,watte004,PUBH 6102
1235,UMNTC,PUBH,6250,321,Foundations of Public Health,A,20,Kathleen Call,callx001,PUBH 6250
1235,UMNTC,PUBH,6250,321,Foundations of Public Health,A-,2,Kathleen Call,callx001,PUBH 6250
1235,UMNTC,PUBH,6250,321,Foundations of Public Health,B+,1,Kathleen Call,callx001,PUBH 6250
1235,UMNTC,PUBH,6250,321,Foundations of Public Health,B-,1,Kathleen Call,callx001,PUBH 6250
1235,UMNTC,PUBH,6320,320,Fundamentals of Epidemiology,A,15,Kelly Searle,ksearle,PUBH 6320
1235,UMNTC,PUBH,6320,320,Fundamentals of Epidemiology,A-,5,Kelly Searle,ksearle,PUBH 6320
1235,UMNTC,PUBH,6320,320,Fundamentals of Epidemiology,B,6,Kelly Searle,ksearle,PUBH 6320
1235,UMNTC,PUBH,6320,320,Fundamentals of Epidemiology,B+,3,Kelly Searle,ksearle,PUBH 6320
1235,UMNTC,PUBH,6414,320,Biostatistical Literacy,A,33,Marta Shore,shore007,PUBH 6414
1235,UMNTC,PUBH,6414,320,Biostatistical Literacy,A-,6,Marta Shore,shore007,PUBH 6414
1235,UMNTC,PUBH,6414,320,Biostatistical Literacy,B,3,Marta Shore,shore007,PUBH 6414
1235,UMNTC,PUBH,6414,320,Biostatistical Literacy,B-,1,Marta Shore,shore007,PUBH 6414
1235,UMNTC,PUBH,6414,320,Biostatistical Literacy,C+,1,Marta Shore,shore007,PUBH 6414
1235,UMNTC,PUBH,6420,320,Intro to SAS Programming,A,18,Gregory Grandits,grand001,PUBH 6420
1235,UMNTC,PUBH,6420,320,Intro to SAS Programming,B,8,Gregory Grandits,grand001,PUBH 6420
1235,UMNTC,PUBH,6420,320,Intro to SAS Programming,C,1,Gregory Grandits,grand001,PUBH 6420
1235,UMNTC,PUBH,6420,320,Intro to SAS Programming,F,1,Gregory Grandits,grand001,PUBH 6420
1235,UMNTC,PUBH,6420,320,Intro to SAS Programming,S,1,Gregory Grandits,grand001,PUBH 6420
1235,UMNTC,PUBH,6711,101,Public Health Law,A,8,Anne Barry,barr0369,PUBH 6711
1235,UMNTC,PUBH,6711,101,Public Health Law,A-,2,Anne Barry,barr0369,PUBH 6711
1235,UMNTC,PUBH,6741,320,Ethics: Practice and Policy,A,27,Andrew Ward,ward0230,PUBH 6741
1235,UMNTC,PUBH,6741,320,Ethics: Practice and Policy,A-,3,Andrew Ward,ward0230,PUBH 6741
1235,UMNTC,PUBH,6741,320,Ethics: Practice and Policy,B+,2,Andrew Ward,ward0230,PUBH 6741
1235,UMNTC,PUBH,6741,320,Ethics: Practice and Policy,W,1,Andrew Ward,ward0230,PUBH 6741
1235,UMNTC,PUBH,6751,320,Management in Health Services,A,9,Rebecca Wurtz,rwurtz,PUBH 6751
1235,UMNTC,PUBH,6751,320,Management in Health Services,A-,1,Rebecca Wurtz,rwurtz,PUBH 6751
1235,UMNTC,PUBH,6751,322,Management in Health Services,A,40,Katie White,kmwhite,PUBH 6751
1235,UMNTC,PUBH,6751,322,Management in Health Services,A-,2,Katie White,kmwhite,PUBH 6751
1235,UMNTC,PUBH,6751,322,Management in Health Services,B+,1,Katie White,kmwhite,PUBH 6751
1235,UMNTC,PUBH,6755,320,Planning & Budgeting in PubH,A,27,Noah Stuby,nstuby,PUBH 6755
1235,UMNTC,PUBH,6755,320,Planning & Budgeting in PubH,A-,6,Noah Stuby,nstuby,PUBH 6755
1235,UMNTC,PUBH,6755,320,Planning & Budgeting in PubH,B+,1,Noah Stuby,nstuby,PUBH 6755
1235,UMNTC,PUBH,6755,320,Planning & Budgeting in PubH,D,1,Noah Stuby,nstuby,PUBH 6755
1235,UMNTC,PUBH,6755,320,Planning & Budgeting in PubH,W,2,Noah Stuby,nstuby,PUBH 6755
1235,UMNTC,PUBH,6904,320,Nutrition and Aging,A,20,Lyn Steffen,steff025,PUBH 6904
1235,UMNTC,PUBH,6904,320,Nutrition and Aging,B-,1,Lyn Steffen,steff025,PUBH 6904
1235,UMNTC,PUBH,6907,320,Maternal/Infant-Adol Nutrition,A,22,Jamie Stang,stang002,PUBH 6907
1235,UMNTC,PUBH,6907,320,Maternal/Infant-Adol Nutrition,B+,1,Jamie Stang,stang002,PUBH 6907
1235,UMNTC,PUBH,6907,320,Maternal/Infant-Adol Nutrition,B-,1,Jamie Stang,stang002,PUBH 6907
1235,UMNTC,PUBH,6907,320,Maternal/Infant-Adol Nutrition,F,1,Jamie Stang,stang002,PUBH 6907
1235,UMNTC,PUBH,7200,108,Topics: Public Health Practice,A,10,Genelle Lamont,glamont1,PUBH 7200
1235,UMNTC,PUBH,7200,108,Topics: Public Health Practice,A-,4,Genelle Lamont,glamont1,PUBH 7200
1235,UMNTC,PUBH,7200,108,Topics: Public Health Practice,B,1,Genelle Lamont,glamont1,PUBH 7200
1235,UMNTC,PUBH,7200,108,Topics: Public Health Practice,B+,1,Genelle Lamont,glamont1,PUBH 7200
1235,UMNTC,PUBH,7200,108,Topics: Public Health Practice,S,1,Genelle Lamont,glamont1,PUBH 7200
1235,UMNTC,PUBH,7200,111,Topics: Public Health Practice,A,8,Shekinah Fashaw-Walters,safw,PUBH 7200
1235,UMNTC,PUBH,7200,111,Topics: Public Health Practice,A-,1,Shekinah Fashaw-Walters,safw,PUBH 7200
1235,UMNTC,PUBH,7200,111,Topics: Public Health Practice,S,1,Shekinah Fashaw-Walters,safw,PUBH 7200
1235,UMNTC,PUBH,7200,115,Topics: Public Health Practice,A,9,Anne Barry,barr0369,PUBH 7200
1235,UMNTC,PUBH,7200,115,Topics: Public Health Practice,S,2,Anne Barry,barr0369,PUBH 7200
1235,UMNTC,PUBH,7214,101,Prin of Risk Communication,A,10,Jeff Bender,bende002,PUBH 7214
1235,UMNTC,PUBH,7214,101,Prin of Risk Communication,S,2,Jeff Bender,bende002,PUBH 7214
1235,UMNTC,PUBH,7253,101,Introduction to GIS,N,1,Kate Carlson,kbcarlso,PUBH 7253
1235,UMNTC,PUBH,7253,101,Introduction to GIS,S,12,Kate Carlson,kbcarlso,PUBH 7253
