INSTITUTION,CAMPUS,SUBJECT,CATALOG_NBR,CLASS_SECTION,DESCR,CRSE_GRADE_OFF,GRADE_HDCNT,NAME,INTERNET_ID,TERM,FULL_NAME
UMNTC,UMNTC,PHYS,1302W,123,Physics for Sci and Engr II,C,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,123,Physics for Sci and Engr II,C+,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,123,Physics for Sci and Engr II,C-,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,125,Physics for Sci and Engr II,A,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,125,Physics for Sci and Engr II,A-,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,125,Physics for Sci and Engr II,B,5,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,125,Physics for Sci and Engr II,B+,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,125,Physics for Sci and Engr II,B-,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,125,Physics for Sci and Engr II,C+,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,125,Physics for Sci and Engr II,C-,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,127,Physics for Sci and Engr II,B,5,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,127,Physics for Sci and Engr II,B+,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,127,Physics for Sci and Engr II,C,2,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,127,Physics for Sci and Engr II,C+,4,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,127,Physics for Sci and Engr II,C-,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,127,Physics for Sci and Engr II,W,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,129,Physics for Sci and Engr II,A,2,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,129,Physics for Sci and Engr II,A-,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,129,Physics for Sci and Engr II,B,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,129,Physics for Sci and Engr II,B+,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,129,Physics for Sci and Engr II,B-,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,129,Physics for Sci and Engr II,C,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,129,Physics for Sci and Engr II,C+,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,129,Physics for Sci and Engr II,C-,2,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,129,Physics for Sci and Engr II,F,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,131,Physics for Sci and Engr II,A,2,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,131,Physics for Sci and Engr II,A-,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,131,Physics for Sci and Engr II,B,2,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,131,Physics for Sci and Engr II,B+,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,131,Physics for Sci and Engr II,B-,2,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,131,Physics for Sci and Engr II,C+,2,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,131,Physics for Sci and Engr II,C-,2,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,131,Physics for Sci and Engr II,W,2,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,133,Physics for Sci and Engr II,A,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,133,Physics for Sci and Engr II,A-,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,133,Physics for Sci and Engr II,B,2,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,133,Physics for Sci and Engr II,B+,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,133,Physics for Sci and Engr II,C,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,133,Physics for Sci and Engr II,C+,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,133,Physics for Sci and Engr II,C-,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,135,Physics for Sci and Engr II,A,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,135,Physics for Sci and Engr II,A-,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,135,Physics for Sci and Engr II,B,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,135,Physics for Sci and Engr II,B+,5,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,135,Physics for Sci and Engr II,B-,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,135,Physics for Sci and Engr II,C+,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,137,Physics for Sci and Engr II,A,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,137,Physics for Sci and Engr II,A-,2,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,137,Physics for Sci and Engr II,B,2,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,137,Physics for Sci and Engr II,B+,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,137,Physics for Sci and Engr II,B-,2,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,137,Physics for Sci and Engr II,C,2,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,137,Physics for Sci and Engr II,C+,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,137,Physics for Sci and Engr II,C-,2,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,137,Physics for Sci and Engr II,F,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,139,Physics for Sci and Engr II,A,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,139,Physics for Sci and Engr II,B,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,139,Physics for Sci and Engr II,B-,5,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,139,Physics for Sci and Engr II,C,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,139,Physics for Sci and Engr II,C+,3,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,139,Physics for Sci and Engr II,C-,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,139,Physics for Sci and Engr II,F,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,139,Physics for Sci and Engr II,W,1,Yan Liu,yanliusp,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,211,Physics for Sci and Engr II,A,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,211,Physics for Sci and Engr II,A-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,211,Physics for Sci and Engr II,B,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,211,Physics for Sci and Engr II,B+,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,211,Physics for Sci and Engr II,B-,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,211,Physics for Sci and Engr II,C,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,211,Physics for Sci and Engr II,C+,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,211,Physics for Sci and Engr II,C-,4,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,213,Physics for Sci and Engr II,A,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,213,Physics for Sci and Engr II,B,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,213,Physics for Sci and Engr II,B+,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,213,Physics for Sci and Engr II,B-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,213,Physics for Sci and Engr II,C,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,213,Physics for Sci and Engr II,C+,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,213,Physics for Sci and Engr II,C-,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,213,Physics for Sci and Engr II,W,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,215,Physics for Sci and Engr II,A-,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,215,Physics for Sci and Engr II,B,4,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,215,Physics for Sci and Engr II,B+,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,215,Physics for Sci and Engr II,B-,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,215,Physics for Sci and Engr II,C,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,215,Physics for Sci and Engr II,C+,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,215,Physics for Sci and Engr II,C-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,215,Physics for Sci and Engr II,W,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,217,Physics for Sci and Engr II,A,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,217,Physics for Sci and Engr II,B,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,217,Physics for Sci and Engr II,B+,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,217,Physics for Sci and Engr II,C,6,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,217,Physics for Sci and Engr II,C+,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,217,Physics for Sci and Engr II,C-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,217,Physics for Sci and Engr II,F,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,217,Physics for Sci and Engr II,W,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,219,Physics for Sci and Engr II,A,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,219,Physics for Sci and Engr II,A-,4,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,219,Physics for Sci and Engr II,B,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,219,Physics for Sci and Engr II,B+,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,219,Physics for Sci and Engr II,B-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,219,Physics for Sci and Engr II,C,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,219,Physics for Sci and Engr II,C+,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,219,Physics for Sci and Engr II,C-,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,219,Physics for Sci and Engr II,F,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,221,Physics for Sci and Engr II,A,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,221,Physics for Sci and Engr II,A-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,221,Physics for Sci and Engr II,B,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,221,Physics for Sci and Engr II,B+,6,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,221,Physics for Sci and Engr II,B-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,221,Physics for Sci and Engr II,C,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,221,Physics for Sci and Engr II,C+,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,221,Physics for Sci and Engr II,C-,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,221,Physics for Sci and Engr II,F,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,223,Physics for Sci and Engr II,A,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,223,Physics for Sci and Engr II,A-,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,223,Physics for Sci and Engr II,B,5,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,223,Physics for Sci and Engr II,B+,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,223,Physics for Sci and Engr II,B-,4,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,223,Physics for Sci and Engr II,C,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,223,Physics for Sci and Engr II,C+,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,223,Physics for Sci and Engr II,C-,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,225,Physics for Sci and Engr II,A,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,225,Physics for Sci and Engr II,A-,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,225,Physics for Sci and Engr II,B,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,225,Physics for Sci and Engr II,B+,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,225,Physics for Sci and Engr II,B-,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,225,Physics for Sci and Engr II,C,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,225,Physics for Sci and Engr II,C+,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,225,Physics for Sci and Engr II,C-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,225,Physics for Sci and Engr II,W,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,227,Physics for Sci and Engr II,A,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,227,Physics for Sci and Engr II,A-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,227,Physics for Sci and Engr II,B,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,227,Physics for Sci and Engr II,B+,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,227,Physics for Sci and Engr II,B-,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,227,Physics for Sci and Engr II,C,4,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,227,Physics for Sci and Engr II,C+,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,227,Physics for Sci and Engr II,C-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,229,Physics for Sci and Engr II,A,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,229,Physics for Sci and Engr II,A-,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,229,Physics for Sci and Engr II,B,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,229,Physics for Sci and Engr II,B+,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,229,Physics for Sci and Engr II,B-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,229,Physics for Sci and Engr II,C,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,229,Physics for Sci and Engr II,C+,4,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,229,Physics for Sci and Engr II,C-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,231,Physics for Sci and Engr II,A-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,231,Physics for Sci and Engr II,B,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,231,Physics for Sci and Engr II,B+,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,231,Physics for Sci and Engr II,B-,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,231,Physics for Sci and Engr II,C,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,231,Physics for Sci and Engr II,C+,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,231,Physics for Sci and Engr II,C-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,231,Physics for Sci and Engr II,W,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,233,Physics for Sci and Engr II,A,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,233,Physics for Sci and Engr II,A-,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,233,Physics for Sci and Engr II,B,4,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,233,Physics for Sci and Engr II,B+,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,233,Physics for Sci and Engr II,C,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,233,Physics for Sci and Engr II,C+,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,233,Physics for Sci and Engr II,F,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,235,Physics for Sci and Engr II,A,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,235,Physics for Sci and Engr II,A-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,235,Physics for Sci and Engr II,B,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,235,Physics for Sci and Engr II,B+,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,235,Physics for Sci and Engr II,C,5,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,235,Physics for Sci and Engr II,C+,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,235,Physics for Sci and Engr II,W,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,237,Physics for Sci and Engr II,A,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,237,Physics for Sci and Engr II,A-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,237,Physics for Sci and Engr II,B-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,237,Physics for Sci and Engr II,C,4,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,237,Physics for Sci and Engr II,C+,4,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,237,Physics for Sci and Engr II,C-,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,237,Physics for Sci and Engr II,F,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,237,Physics for Sci and Engr II,W,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,239,Physics for Sci and Engr II,A,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,239,Physics for Sci and Engr II,A-,3,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,239,Physics for Sci and Engr II,B,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,239,Physics for Sci and Engr II,B+,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,239,Physics for Sci and Engr II,B-,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,239,Physics for Sci and Engr II,C,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,239,Physics for Sci and Engr II,C+,2,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,239,Physics for Sci and Engr II,C-,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,239,Physics for Sci and Engr II,F,1,Martin Greven,greven,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,311,Physics for Sci and Engr II,A,2,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,311,Physics for Sci and Engr II,A-,2,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,311,Physics for Sci and Engr II,B,2,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,311,Physics for Sci and Engr II,B+,2,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,311,Physics for Sci and Engr II,B-,1,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,311,Physics for Sci and Engr II,C,2,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,311,Physics for Sci and Engr II,C+,3,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,311,Physics for Sci and Engr II,C-,1,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,311,Physics for Sci and Engr II,F,1,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,313,Physics for Sci and Engr II,A,4,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,313,Physics for Sci and Engr II,A-,1,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,313,Physics for Sci and Engr II,B,2,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,313,Physics for Sci and Engr II,B+,2,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,313,Physics for Sci and Engr II,C,2,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,313,Physics for Sci and Engr II,C+,5,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,313,Physics for Sci and Engr II,F,1,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,315,Physics for Sci and Engr II,A,2,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,315,Physics for Sci and Engr II,A-,5,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,315,Physics for Sci and Engr II,B,2,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,315,Physics for Sci and Engr II,B+,1,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,315,Physics for Sci and Engr II,B-,2,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,315,Physics for Sci and Engr II,C+,1,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,315,Physics for Sci and Engr II,C-,1,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,315,Physics for Sci and Engr II,F,1,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,315,Physics for Sci and Engr II,W,2,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,317,Physics for Sci and Engr II,A,3,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,317,Physics for Sci and Engr II,A-,3,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,317,Physics for Sci and Engr II,B,3,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,317,Physics for Sci and Engr II,B+,1,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,317,Physics for Sci and Engr II,B-,1,Aaron Wynveen,wynveen,1253,PHYS 1302W
UMNTC,UMNTC,PHYS,1302W,317,Physics for Sci and Engr II,C,1,Aaron Wynveen,wynveen,1253,PHYS 1302W
