DEEP_UND,STIM_INT,TECH_EFF,ACC_SUP,EFFORT,GRAD_STAND,RECC,RESP,FULL_NAME
5.48,5.38,5.5,5.47,5.62,5.55,5.59,215,LEAD 1961W
5.23,5.29,5.29,5.29,5.29,5.36,5.07,14,LEAD 1961W
5.54,5.35,5.43,5.53,5.57,5.52,5.58,372,LEAD 1961W
5.56,5.43,5.45,5.55,5.58,5.51,5.59,299,LEAD 1961W
5.0,4.0,5.0,5.0,5.0,5.0,5.0,1,LGTT 5111
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,LGTT 5111
5.56,5.17,5.47,5.33,5.44,5.5,5.5,18,LING 1701
5.5,5.41,5.23,5.45,5.68,5.68,5.36,22,LING 1701
6.0,6.0,6.0,6.0,6.0,5.0,6.0,1,LING 1800
6.0,6.0,5.5,6.0,6.0,6.0,5.5,2,LING 1912
4.33,4.33,4.22,4.22,5.22,4.67,4.0,9,LING 1913
5.0,3.71,4.14,3.43,5.14,4.29,3.57,7,LING 1913
5.06,4.76,4.65,4.65,4.85,4.79,4.73,34,LING 3001
5.61,5.32,5.34,5.42,5.5,5.58,5.37,38,LING 3001
6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,LING 3001
4.87,4.54,4.67,4.74,5.28,5.13,4.74,39,LING 3001
5.24,5.16,5.26,5.12,5.46,5.48,5.2,25,LING 3001
5.57,5.31,3.93,5.14,5.57,4.79,5.43,14,LING 3601
5.83,5.67,4.2,5.5,5.67,4.5,5.5,6,LING 3601
5.67,5.33,5.5,5.33,5.67,5.33,5.33,3,LING 3900
4.8,4.6,3.5,4.4,5.6,4.2,4.4,5,LING 3900
5.81,5.38,5.56,5.69,5.75,5.63,5.56,16,LING 4201
5.8,5.8,5.6,5.6,5.6,5.4,5.8,5,LING 4201
5.56,5.11,5.0,4.89,4.56,4.89,4.78,18,LING 4201
5.8,5.2,5.56,5.6,5.6,5.4,5.6,10,LING 4201
5.58,4.67,5.25,5.17,5.17,5.33,5.17,12,LING 4202
5.4,6.0,5.2,5.6,5.6,5.8,5.8,5,LING 4202
5.22,5.0,5.22,5.0,5.33,5.22,5.33,9,LING 4303
6.0,5.8,6.0,6.0,6.0,6.0,6.0,5,LING 4303
5.33,5.67,5.83,5.67,5.67,5.67,5.67,6,LING 5001
6.0,6.0,6.0,6.0,6.0,5.0,6.0,5,LING 5001
6.0,5.5,5.75,5.75,5.25,5.5,5.75,4,LING 5001
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,LING 5105
5.5,5.57,5.75,5.75,5.63,5.5,5.75,8,LING 5201
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,LING 5201
6.0,6.0,5.5,5.5,5.5,6.0,5.5,2,LING 5202
5.25,5.67,4.5,5.0,5.75,5.5,5.25,4,LING 5202
4.38,3.46,4.85,4.23,4.46,5.17,3.69,13,LING 5205
5.17,4.36,5.64,5.25,5.25,5.5,4.55,12,LING 5205
5.25,4.5,5.63,5.38,5.63,5.63,4.63,8,LING 5206
5.75,5.6,6.0,5.5,5.8,5.6,5.8,5,LING 5206
5.8,5.4,5.0,5.4,4.8,5.4,5.2,5,LING 5207
6.0,5.67,5.67,4.33,4.33,4.33,5.0,3,LING 5207
5.75,5.75,5.0,5.5,5.75,5.25,5.25,4,LING 5302
5.5,5.0,5.5,5.5,4.5,5.5,5.0,2,LING 5303
5.33,4.33,5.33,5.67,5.0,3.67,4.67,3,LING 5461
6.0,6.0,5.0,6.0,6.0,6.0,6.0,1,LING 5462
6.0,5.0,3.0,5.0,3.0,4.0,5.0,1,LING 5601
5.2,4.55,5.36,5.36,5.55,5.73,4.91,11,LING 5801
5.2,4.9,5.1,4.8,5.4,5.5,5.1,10,LING 5801
5.71,5.43,5.83,5.43,5.14,5.43,5.43,7,LING 5900
6.0,6.0,,6.0,6.0,6.0,6.0,1,LING 5993
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,LING 8005
6.0,6.0,6.0,6.0,6.0,6.0,6.0,4,LING 8105
4.64,4.73,4.55,4.55,5.09,4.09,4.45,11,LING 1705W
5.76,5.24,5.37,5.24,5.24,4.95,5.24,21,LING 3001H
5.75,5.0,5.5,5.67,6.0,5.5,5.25,4,LING 3001H
,4.0,5.0,5.0,5.0,3.0,,1,LING 3052V
4.0,4.0,,4.0,6.0,4.0,5.0,1,LING 3052V
4.91,4.73,5.18,4.82,5.64,5.45,4.82,11,LING 3101W
4.4,4.2,4.2,4.8,4.6,4.6,4.8,5,LING 3101W
5.5,4.71,5.54,5.23,5.0,5.5,5.0,14,LING 4302W
5.47,4.88,5.5,5.24,5.18,4.88,4.88,18,LING 4302W
5.0,5.0,5.0,6.0,6.0,6.0,6.0,1,LING 4901W
4.75,4.75,5.0,4.75,5.0,4.75,4.0,4,LING 4901W
5.33,5.0,5.0,5.0,5.33,5.67,5.5,3,LING 4901W
5.5,5.5,5.5,5.5,6.0,6.0,5.5,2,LING 4901W
5.5,4.73,5.67,5.58,5.17,5.17,5.17,12,MABA 6121
5.44,4.81,5.19,5.19,4.44,4.81,4.81,16,MABA 6121
5.0,4.25,4.88,4.75,4.25,5.38,4.25,8,MABA 6131
5.8,5.6,5.4,5.6,5.8,6.0,5.8,5,MABA 6141
5.73,5.73,5.82,5.82,5.64,5.55,5.64,11,MABA 6251
5.44,5.5,5.56,5.44,5.78,5.72,5.33,18,MABA 6251
6.0,6.0,5.83,6.0,4.83,5.33,5.67,6,MABA 6311
5.42,4.75,5.0,5.25,4.08,5.58,4.75,12,MABA 6311
5.8,6.0,6.0,6.0,5.8,5.6,6.0,5,MABA 6321
4.75,4.88,4.88,5.38,4.5,5.38,4.88,8,MABA 6321
5.4,5.64,5.5,5.55,5.27,5.27,5.36,11,MABA 6341
5.46,5.62,5.77,5.08,5.46,5.0,5.23,13,MABA 6341
5.67,5.67,5.89,5.44,5.44,5.67,5.67,9,MABA 6411
5.86,5.71,5.71,5.29,4.86,5.57,5.71,7,MABA 6421
5.89,5.89,5.89,5.89,5.89,5.89,6.0,9,MABA 6431
5.2,5.4,5.2,5.2,5.4,5.6,5.2,5,MABA 6441
5.31,5.23,4.69,5.0,5.31,4.62,5.0,13,MABA 6441
5.17,5.33,5.0,5.0,5.33,5.67,5.17,6,MABA 6451
5.6,5.2,5.0,5.8,5.6,5.6,5.8,5,MABA 6451
4.83,5.17,3.67,3.5,2.0,2.83,3.33,6,MABA 6490
5.8,5.8,5.8,6.0,5.8,5.8,6.0,5,MABA 6511
3.5,3.0,4.15,3.7,3.37,2.92,3.23,27,MATH 1001
5.19,4.59,5.17,5.19,5.33,5.08,5.42,27,MATH 1001
5.44,4.68,5.58,5.48,5.78,5.75,5.68,40,MATH 1001
5.6,5.6,6.0,6.0,6.0,6.0,6.0,5,MATH 1001
5.6,5.6,5.6,5.4,5.6,5.8,5.6,5,MATH 1010
4.66,4.0,4.62,4.42,4.73,4.05,4.32,60,MATH 1031
4.33,3.59,4.2,4.07,4.37,3.02,3.65,42,MATH 1031
3.5,2.5,4.0,3.0,3.0,2.5,2.5,2,MATH 1031
4.1,3.34,4.49,4.14,4.29,3.24,3.83,70,MATH 1031
4.83,4.51,5.03,4.79,5.0,4.1,4.58,41,MATH 1031
5.0,5.0,3.0,5.0,6.0,5.0,6.0,1,MATH 1031
4.83,4.26,4.78,4.93,5.1,5.36,4.4,42,MATH 1040
5.0,4.6,4.25,4.6,5.0,5.4,5.0,5,MATH 1042
5.4,5.0,5.4,5.4,5.4,5.2,5.2,5,MATH 1042
4.5,4.0,5.0,4.0,5.0,4.5,4.5,2,MATH 1042
5.1,4.6,5.02,4.92,5.37,4.94,5.2,98,MATH 1051
5.33,5.1,5.38,5.33,5.33,5.14,5.1,21,MATH 1051
5.23,4.89,5.26,5.09,5.37,5.3,5.18,147,MATH 1051
5.58,5.26,5.53,5.53,5.43,5.63,5.54,41,MATH 1051
4.96,4.1,4.96,4.79,4.65,4.97,4.67,244,MATH 1142
5.2,4.56,5.15,5.05,5.13,5.16,4.95,96,MATH 1142
6.0,5.75,6.0,6.0,6.0,6.0,6.0,4,MATH 1142
4.85,4.1,4.96,4.71,4.53,4.9,4.54,217,MATH 1142
5.02,4.32,5.28,5.06,5.08,5.21,4.91,90,MATH 1142
5.57,5.0,5.71,5.57,5.43,5.57,5.0,7,MATH 1142
4.4,3.6,4.31,3.91,4.47,4.41,4.0,206,MATH 1151
4.11,3.53,4.06,3.89,4.02,4.06,3.77,66,MATH 1151
4.0,3.67,3.33,3.33,4.0,3.33,4.0,3,MATH 1151
4.15,3.38,3.91,3.65,4.1,3.6,3.42,193,MATH 1151
3.93,3.34,4.02,3.57,4.05,3.93,3.28,98,MATH 1151
4.88,3.91,4.65,4.79,4.74,4.5,4.41,34,MATH 1241
4.36,3.61,3.53,4.16,4.71,4.45,3.91,77,MATH 1241
4.79,4.06,4.78,4.69,4.56,4.59,4.37,818,MATH 1271
4.7,4.12,4.88,4.68,4.54,4.35,4.27,248,MATH 1271
4.89,4.38,4.67,4.44,4.33,4.33,4.22,9,MATH 1271
4.71,4.09,4.74,4.64,4.55,4.59,4.28,670,MATH 1271
4.93,4.28,4.86,4.79,4.72,4.51,4.33,240,MATH 1271
5.86,5.71,5.43,5.57,5.57,5.57,5.71,7,MATH 1271
5.05,4.42,4.99,4.87,4.77,4.92,4.65,320,MATH 1272
5.27,4.86,5.08,5.17,4.99,4.9,4.98,250,MATH 1272
5.41,4.96,5.37,5.41,5.04,5.3,5.22,27,MATH 1272
5.34,4.85,5.13,5.22,4.92,4.96,4.96,210,MATH 1272
5.1,4.59,4.98,4.97,4.87,4.65,4.58,268,MATH 1272
5.6,4.6,5.4,5.3,4.2,4.6,4.8,10,MATH 1272
5.27,4.86,5.13,5.23,4.97,5.06,5.09,249,MATH 1371
5.86,5.29,5.71,5.86,5.43,6.0,5.57,7,MATH 1371
5.15,4.63,5.0,5.03,4.78,4.83,4.82,269,MATH 1371
5.57,4.95,5.62,5.67,5.43,5.57,5.48,21,MATH 1371
4.75,3.82,4.49,4.54,3.7,4.05,3.92,258,MATH 1372
5.15,4.45,4.87,4.92,4.61,4.92,4.6,190,MATH 1372
4.95,4.29,4.94,4.78,4.15,4.3,4.25,168,MATH 1372
5.35,4.77,5.16,5.13,4.85,5.05,4.7,222,MATH 1372
5.65,5.24,5.12,5.18,4.82,4.94,5.06,18,MATH 1471
5.5,5.0,5.0,5.0,4.75,5.0,5.25,4,MATH 1471
5.67,5.0,4.83,4.67,4.92,4.83,5.0,12,MATH 1472
6.0,5.67,5.33,5.0,5.67,5.67,5.67,4,MATH 1472
5.5,4.83,5.33,5.33,4.83,4.67,5.67,6,MATH 1473
5.5,5.0,5.5,5.25,5.0,4.25,4.75,4,MATH 1473
4.85,4.31,4.92,4.77,5.23,5.23,4.54,13,MATH 2142
5.34,4.87,5.25,5.19,5.22,5.0,5.03,32,MATH 2142
5.25,4.63,5.0,4.75,5.0,5.25,4.85,20,MATH 2142
5.43,4.95,5.14,5.24,5.38,5.48,5.33,21,MATH 2142
4.4,4.0,5.2,4.4,4.4,4.4,4.4,5,MATH 2241
5.0,4.17,5.83,5.5,5.0,5.33,5.17,6,MATH 2241
5.0,4.65,4.88,4.81,4.95,4.76,4.76,194,MATH 2243
5.08,4.44,5.02,4.91,5.07,5.02,4.87,115,MATH 2243
3.89,2.89,3.56,3.33,3.33,4.22,3.56,9,MATH 2243
5.4,5.04,5.19,5.14,5.19,5.12,5.16,116,MATH 2243
4.88,4.3,4.93,4.73,4.79,4.71,4.49,75,MATH 2243
3.63,3.13,3.63,3.38,3.0,3.63,2.88,8,MATH 2243
4.8,4.27,4.6,4.6,4.66,4.31,4.44,307,MATH 2263
4.92,4.33,4.75,4.73,4.87,4.76,4.51,159,MATH 2263
5.65,5.06,5.35,5.12,5.18,5.06,5.0,17,MATH 2263
5.31,4.95,5.11,5.16,5.15,4.98,5.14,240,MATH 2263
5.44,5.13,5.11,5.26,5.23,5.2,5.18,137,MATH 2263
4.44,3.67,4.25,4.44,4.33,3.0,3.44,9,MATH 2263
5.18,4.7,4.77,4.9,5.09,5.09,5.02,259,MATH 2373
5.13,4.63,4.82,4.9,5.18,4.83,4.96,188,MATH 2373
5.5,5.0,5.11,5.17,5.33,5.17,5.31,210,MATH 2373
5.41,5.14,5.29,5.29,5.31,5.19,5.27,197,MATH 2373
5.23,4.79,5.14,5.04,4.94,5.13,4.97,187,MATH 2374
4.95,4.39,4.88,4.78,4.74,4.68,4.5,134,MATH 2374
5.09,4.51,4.76,4.8,4.71,4.93,4.52,147,MATH 2374
4.6,3.88,4.52,4.57,3.98,3.92,3.73,106,MATH 2374
5.4,5.2,4.8,5.2,4.2,4.4,5.4,5,MATH 2471
5.5,4.6,4.4,5.2,4.6,4.4,5.0,6,MATH 2471
5.75,5.25,4.75,5.38,4.5,4.75,5.63,8,MATH 2472
5.63,5.13,5.0,5.13,4.88,4.63,5.63,8,MATH 2472
5.55,5.09,5.45,5.18,5.18,5.09,5.27,11,MATH 2473
5.83,5.17,5.83,5.83,5.33,5.83,5.17,6,MATH 2473
5.43,5.09,5.26,5.29,5.11,5.03,5.14,35,MATH 4065
5.38,4.87,5.1,4.97,5.28,4.95,5.03,39,MATH 4065
5.77,5.64,5.14,5.64,5.36,5.32,5.36,22,MATH 4065
5.84,5.42,5.42,5.53,5.53,5.58,5.68,19,MATH 4065
3.4,3.2,3.4,4.33,4.4,3.6,3.4,5,MATH 4152
5.33,4.17,4.67,4.75,5.18,4.67,4.75,12,MATH 4152
4.92,4.43,4.92,4.73,4.48,4.65,4.52,86,MATH 4242
4.8,4.27,4.73,4.71,4.8,4.65,4.35,66,MATH 4242
5.5,4.88,4.88,5.0,5.0,4.88,5.0,8,MATH 4242
5.1,4.53,5.13,4.76,4.93,4.64,4.75,72,MATH 4242
4.69,4.34,4.1,4.38,4.74,4.44,4.03,32,MATH 4242
4.5,3.86,4.27,4.47,4.43,4.29,3.87,15,MATH 4281
5.19,5.26,5.3,5.26,5.33,5.52,5.15,27,MATH 4281
3.75,4.25,4.5,4.5,4.0,4.75,4.5,4,MATH 4281
5.67,5.29,4.7,5.29,5.62,4.86,5.38,21,MATH 4281
5.31,5.0,5.0,5.07,4.88,5.06,4.69,16,MATH 4281
5.0,4.75,5.07,5.0,5.13,5.13,5.31,16,MATH 4428
4.29,3.86,2.92,3.83,4.77,3.93,3.07,14,MATH 4428
4.8,4.2,5.2,5.0,5.4,5.4,4.4,5,MATH 4512
5.29,4.79,5.36,4.93,5.14,4.57,5.0,14,MATH 4512
5.43,5.29,5.43,5.57,5.71,5.43,5.29,7,MATH 4512
5.5,5.0,5.39,5.33,5.22,5.39,5.33,18,MATH 4512
5.0,5.0,4.33,4.0,4.67,4.5,5.17,6,MATH 4567
5.33,5.25,4.53,5.31,5.38,5.0,4.94,16,MATH 4567
5.1,4.7,3.22,4.67,5.2,4.3,4.9,10,MATH 4567
5.23,5.23,5.23,5.25,5.15,5.23,5.17,13,MATH 4567
4.76,4.24,4.94,4.44,4.29,4.82,3.94,17,MATH 4603
4.67,4.33,4.8,4.17,4.33,4.67,4.67,6,MATH 4603
4.83,4.12,4.75,4.47,4.61,4.39,4.24,18,MATH 4603
5.0,5.5,5.5,5.5,5.0,5.5,5.5,2,MATH 4604
5.67,5.33,6.0,5.33,5.0,4.0,5.33,3,MATH 4604
5.0,4.75,4.5,5.0,5.25,5.25,4.75,8,MATH 4653
4.0,4.0,4.33,4.33,5.0,4.67,5.33,3,MATH 4653
6.0,4.5,4.5,4.5,4.5,4.0,5.0,2,MATH 4653
5.56,5.44,5.25,5.44,5.89,5.89,5.56,9,MATH 4653
5.5,5.07,5.43,5.0,5.43,5.29,5.43,14,MATH 4707
5.55,5.18,5.45,5.45,5.27,4.91,5.27,11,MATH 4707
5.64,5.18,5.45,5.36,5.55,4.64,5.09,11,MATH 4707
5.17,4.83,5.0,5.33,4.83,4.33,5.17,6,MATH 4707
6.0,6.0,6.0,6.0,6.0,5.0,6.0,1,MATH 4990
5.52,5.28,4.96,5.04,5.24,5.16,5.36,25,MATH 5067
5.4,5.4,5.8,5.8,5.6,5.8,5.3,10,MATH 5067
5.56,5.25,5.4,5.44,5.5,5.5,5.56,16,MATH 5068
6.0,5.75,5.75,6.0,6.0,5.5,5.88,8,MATH 5068
5.14,4.6,4.73,4.4,4.93,4.33,4.27,15,MATH 5075
5.69,5.44,5.25,5.44,5.56,5.44,5.69,16,MATH 5075
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,MATH 5076
5.21,4.71,4.57,5.08,5.57,5.14,5.14,14,MATH 5165
4.89,4.56,4.5,4.78,5.11,5.44,4.89,9,MATH 5165
5.23,4.8,5.13,5.07,5.17,5.47,5.03,30,MATH 5248
5.64,5.18,5.18,4.91,5.23,5.0,5.27,22,MATH 5248
6.0,6.0,6.0,6.0,6.0,6.0,6.0,5,MATH 5248
5.61,5.0,5.54,5.31,5.08,5.11,5.25,36,MATH 5248
5.77,5.41,5.83,5.8,5.67,5.07,5.7,30,MATH 5248
5.0,4.5,4.0,4.75,5.0,5.0,4.75,4,MATH 5248
5.5,5.5,5.5,5.75,6.0,6.0,5.5,4,MATH 5251
4.5,3.67,4.5,3.67,4.17,4.5,3.67,6,MATH 5251
5.89,5.33,5.67,5.56,5.89,5.44,5.56,9,MATH 5251
5.43,5.14,5.29,5.14,5.29,5.14,5.43,7,MATH 5251
5.81,5.19,5.5,5.56,5.69,5.63,5.56,16,MATH 5335
5.83,6.0,6.0,6.0,6.0,6.0,6.0,6,MATH 5335
5.2,4.8,5.25,4.56,5.1,5.2,4.8,10,MATH 5378
3.6,2.5,3.5,2.75,4.33,3.25,2.5,5,MATH 5378
4.8,4.2,4.6,5.0,4.8,5.2,4.0,5,MATH 5385
5.5,5.0,5.0,5.25,5.0,5.5,4.75,4,MATH 5385
5.4,5.4,4.6,4.6,4.4,3.6,4.4,5,MATH 5445
5.33,5.17,5.67,5.67,5.33,5.17,5.17,6,MATH 5447
5.83,5.83,5.5,5.83,5.67,5.67,5.83,6,MATH 5447
5.65,5.3,5.65,5.57,5.43,5.26,5.48,23,MATH 5467
4.75,4.58,5.17,5.0,4.92,4.83,4.75,12,MATH 5467
4.58,4.26,3.68,4.71,5.21,5.05,4.42,19,MATH 5485
5.69,4.38,4.67,4.54,4.62,4.54,4.31,13,MATH 5485
5.43,4.57,3.71,5.17,5.43,5.0,4.57,7,MATH 5486
5.27,4.18,3.89,4.55,4.64,4.55,4.18,11,MATH 5486
5.5,5.75,4.33,5.75,5.75,5.5,6.0,4,MATH 5490
5.0,4.6,4.8,4.73,4.73,4.55,4.45,11,MATH 5525
4.0,3.83,2.67,4.33,4.83,3.33,2.67,6,MATH 5525
5.6,5.2,5.3,5.5,5.6,5.2,5.5,10,MATH 5535
5.5,4.83,5.33,5.33,5.0,5.67,4.67,6,MATH 5535
5.22,4.56,5.22,4.71,4.56,4.44,4.67,9,MATH 5583
5.29,5.14,4.14,5.17,5.29,4.14,4.71,7,MATH 5583
5.5,5.11,5.39,5.44,5.22,5.5,5.39,18,MATH 5587
4.88,4.13,4.83,5.0,4.25,3.75,4.38,8,MATH 5587
5.0,4.4,5.25,4.8,5.2,4.2,5.0,5,MATH 5588
3.5,4.0,1.0,4.0,3.5,2.0,3.0,2,MATH 5588
5.0,4.71,4.9,4.94,4.78,4.57,4.78,49,MATH 5651
4.27,3.59,3.75,3.65,4.45,4.09,3.73,22,MATH 5651
5.3,4.81,4.38,4.78,5.35,4.57,5.03,38,MATH 5651
5.18,4.71,4.96,4.93,4.89,4.89,4.86,28,MATH 5651
4.97,4.43,5.03,4.72,4.73,4.97,4.4,30,MATH 5652
5.23,4.91,5.22,5.21,4.91,5.2,4.91,56,MATH 5652
5.47,5.16,5.12,5.0,5.22,5.24,5.05,19,MATH 5652
5.14,4.79,5.0,5.08,4.79,5.21,4.5,14,MATH 5652
5.75,6.0,5.0,5.5,5.5,5.5,6.0,4,MATH 5705
6.0,5.67,5.8,6.0,5.83,6.0,6.0,6,MATH 5705
5.55,5.18,4.73,5.27,5.36,5.0,5.55,11,MATH 5707
5.93,5.8,5.73,5.93,6.0,5.93,5.87,15,MATH 5707
5.25,4.5,5.2,4.75,4.75,5.0,4.63,16,MATH 5711
5.79,5.43,5.64,5.57,5.64,5.64,5.43,14,MATH 5711
5.5,5.13,5.38,4.75,5.71,5.57,5.71,8,MATH 8001
4.14,3.86,4.71,4.0,4.67,4.86,3.8,7,MATH 8001
5.8,5.6,5.6,5.8,5.6,5.6,5.8,5,MATH 8201
5.75,5.25,5.5,5.38,5.63,5.5,5.88,8,MATH 8202
6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,MATH 8211
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,MATH 8212
5.5,5.0,5.33,5.67,5.5,4.6,5.33,6,MATH 8251
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,MATH 8252
5.0,6.0,,,5.0,4.0,4.0,1,MATH 8252
5.67,5.33,5.67,5.33,5.33,6.0,4.67,3,MATH 8253
5.33,5.0,5.33,5.33,5.67,5.0,5.0,3,MATH 8254
5.5,6.0,6.0,6.0,5.5,5.0,6.0,2,MATH 8254
6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,MATH 8280
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,MATH 8280
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,MATH 8280
5.22,4.89,4.67,4.5,5.78,5.22,5.22,9,MATH 8300
4.67,4.67,4.67,5.33,5.33,4.67,4.67,3,MATH 8300
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,MATH 8300
5.0,5.0,5.0,5.0,6.0,5.0,5.0,1,MATH 8300
5.25,4.5,3.71,4.5,4.43,5.43,4.38,8,MATH 8301
6.0,5.83,5.17,5.6,5.17,5.5,5.83,6,MATH 8301
5.0,4.17,3.67,4.8,5.0,5.5,4.17,6,MATH 8302
5.8,5.8,5.8,5.5,5.6,5.0,5.8,5,MATH 8302
5.86,5.71,5.71,5.83,6.0,5.57,6.0,7,MATH 8306
5.6,5.2,5.8,5.0,5.8,6.0,5.8,5,MATH 8307
6.0,5.75,6.0,5.75,6.0,6.0,6.0,4,MATH 8360
6.0,6.0,4.0,4.0,6.0,6.0,6.0,1,MATH 8360
6.0,6.0,5.5,6.0,6.0,6.0,6.0,2,MATH 8365
6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,MATH 8385
4.2,3.8,4.4,4.25,4.6,3.8,3.8,5,MATH 8401
4.17,4.0,4.25,4.4,4.0,5.33,4.0,6,MATH 8401
4.75,4.75,5.0,4.75,4.0,4.0,4.75,4,MATH 8402
4.0,4.0,4.0,4.0,5.5,6.0,4.5,2,MATH 8402
5.14,5.63,5.75,5.63,4.88,5.25,5.63,8,MATH 8441
4.5,4.5,5.0,4.75,5.5,5.33,5.0,4,MATH 8441
6.0,5.0,5.5,5.5,5.5,5.5,6.0,2,MATH 8442
6.0,5.67,6.0,6.0,6.0,6.0,6.0,3,MATH 8442
6.0,6.0,5.5,6.0,6.0,6.0,6.0,2,MATH 8446
5.5,5.5,6.0,6.0,6.0,6.0,6.0,2,MATH 8450
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,MATH 8501
4.33,4.33,5.33,4.33,5.0,5.33,4.33,3,MATH 8502
4.33,4.67,4.0,4.0,5.67,2.67,5.0,3,MATH 8540
5.75,5.75,5.75,5.75,5.67,5.75,5.75,4,MATH 8540
5.71,5.0,5.71,5.57,5.71,5.43,5.71,7,MATH 8583
5.4,5.0,5.6,6.0,6.0,6.0,5.4,5,MATH 8584
6.0,5.83,6.0,6.0,6.0,6.0,6.0,6,MATH 8600
5.57,5.64,5.43,5.67,5.43,5.31,5.71,14,MATH 8601
6.0,5.6,5.0,5.6,5.6,5.4,5.8,5,MATH 8601
5.7,5.4,5.25,5.6,5.3,4.8,5.6,11,MATH 8602
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,MATH 8602
5.3,5.22,4.3,4.44,4.9,5.33,4.78,10,MATH 8651
5.9,5.8,5.9,5.9,5.8,5.89,5.9,10,MATH 8651
6.0,5.25,4.75,4.75,5.0,5.75,5.25,4,MATH 8652
6.0,6.0,6.0,6.0,6.0,6.0,6.0,5,MATH 8652
5.83,5.83,5.83,5.2,5.2,5.0,5.5,6,MATH 8659
5.75,5.75,6.0,6.0,6.0,6.0,6.0,4,MATH 8660
6.0,5.75,5.6,5.71,5.63,5.25,5.88,8,MATH 8668
6.0,5.6,5.75,5.8,6.0,6.0,6.0,5,MATH 8669
5.75,5.5,5.5,5.63,5.75,5.0,5.75,8,MATH 8680
5.56,5.33,5.67,5.11,5.75,5.56,5.78,9,MATH 8680
5.67,5.56,5.44,5.56,5.89,6.0,5.89,10,MATH 8701
6.0,6.0,6.0,6.0,5.33,6.0,6.0,3,MATH 8701
6.0,5.67,5.67,5.67,6.0,6.0,5.67,4,MATH 8702
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,MATH 8702
6.0,6.0,6.0,6.0,6.0,6.0,6.0,6,MATH 8801
5.5,5.5,5.5,5.5,5.5,5.5,5.5,2,MATH 8801
5.75,5.5,6.0,5.75,5.75,6.0,6.0,4,MATH 8802
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,MATH 8992
4.37,3.37,4.53,4.33,3.97,4.03,3.83,30,MATH 1571H
5.25,4.56,5.03,5.13,4.63,4.84,5.09,32,MATH 1571H
4.59,4.03,4.14,4.31,4.77,4.57,4.37,37,MATH 1572H
4.18,3.18,5.0,3.83,3.83,4.92,3.75,12,MATH 1572H
4.92,4.14,4.39,4.86,4.51,3.96,4.18,49,MATH 1572H
5.11,4.56,5.44,5.11,4.56,5.11,4.33,9,MATH 1572H
5.3,4.81,5.07,5.14,5.34,5.25,5.38,91,MATH 2573H
5.25,4.65,5.07,4.85,4.98,4.86,4.63,65,MATH 2573H
5.0,4.57,4.89,5.03,5.39,5.19,5.0,38,MATH 2574H
5.42,4.68,4.94,5.15,5.36,4.6,5.17,60,MATH 2574H
5.46,5.15,5.45,5.31,5.18,4.97,5.14,155,MATH 3283W
5.15,4.64,5.3,5.19,4.75,4.76,4.76,167,MATH 3283W
5.28,4.73,5.14,5.14,4.87,4.74,4.76,76,MATH 3283W
5.19,4.78,5.26,5.16,4.93,4.71,4.83,69,MATH 3283W
5.6,5.2,5.4,5.4,4.5,5.5,5.0,10,MATH 3592H
5.83,5.67,5.5,5.67,5.33,5.5,5.67,6,MATH 3592H
6.0,5.33,5.33,5.0,6.0,6.0,6.0,3,MATH 3593H
5.6,5.6,5.2,5.4,5.4,5.2,5.6,6,MATH 3593H
5.42,5.35,5.25,5.15,4.95,5.15,5.35,20,MATH 4067W
5.13,5.25,5.38,5.63,5.44,5.69,5.31,16,MATH 4067W
6.0,6.0,5.75,6.0,5.75,5.88,5.25,8,MATH 4067W
5.63,5.38,5.5,5.75,5.75,5.75,5.63,8,MATH 4067W
5.12,4.24,4.76,4.29,3.94,4.41,4.47,17,MATH 5285H
5.67,5.0,5.5,5.67,4.67,5.67,5.5,6,MATH 5285H
5.67,5.33,5.5,5.0,5.33,5.67,5.5,6,MATH 5286H
5.67,4.67,5.17,5.67,4.67,5.83,5.17,6,MATH 5286H
5.5,5.38,5.25,5.0,5.13,4.38,5.5,8,MATH 5345H
6.0,5.67,4.6,5.17,5.17,5.5,5.83,6,MATH 5345H
5.32,4.52,4.96,4.92,4.8,4.88,4.76,25,MATH 5615H
5.27,4.67,4.93,4.87,4.4,5.07,4.6,15,MATH 5615H
5.44,5.0,5.5,5.47,5.19,5.5,5.25,16,MATH 5616H
5.2,4.75,5.0,5.2,3.6,5.2,4.8,5,MATH 5616H
